company,domain
IZISIGHT,UNVERIFIED:unknown
J. BUENTING BETEILIGUNGS AG,UNVERIFIED:unknown
J.P. MORGAN,jpmorganchase.com
JACADI,jacadi.com
JACQUEMUS,jacquemus.com
JADEO,UNVERIFIED:unknown
JAPAN EXPERIENCE,japan-experience.com
JARDILAND,jardiland.com
JBBZ,UNVERIFIED:unknown
JBRISSON,UNVERIFIED:unknown
JC DECAUX,jcdecaux.com
JCB,jcb.com
JCB INTERNATIONAL (EUROPE) LTD.,UNVERIFIED:unknown
JDC LANGUEDOC ROUSSILLON,UNVERIFIED:unknown
JDSPORTS PLC,jdsports.com
JE M'ABONNE,UNVERIFIED:unknown
JEAN BOUTEILLE,jeanbouteille.com
JEAN-PHILIPPE HENAFF CONSEIL,UNVERIFIED:unknown
JEFF DE BRUGES,jeffdebruges.com
JENNYFER,jennyfer.com
JEN'S MOBILES ACCESSORIES,UNVERIFIED:unknown
JEREM,UNVERIFIED:unknown
JERSEY LUXE,UNVERIFIED:unknown
JEUNE HOMME,UNVERIFIED:unknown
JINGDONG DEVELOPMENT FRANCE,UNVERIFIED:unknown
JJA,UNVERIFIED:unknown
JJA SA,UNVERIFIED:unknown
JLOO,UNVERIFIED:unknown
JM WESTON,jmweston.com
JMP-EXPANSION,UNVERIFIED:unknown
JNJ,jnj.com
JOA,UNVERIFIED:unknown
JÕGEVA MAJANDUSÜHISTU,jogeva.ee
JOHN LEWIS PARTNERSHIP,johnlewispartnership.co.uk
JOHN LIBBEY EUROTEXT,UNVERIFIED:john-libbey-eurotext.com
JOMAL ET FILS,UNVERIFIED:unknown
JONAK,jonak.com
JRE VENTURES,UNVERIFIED:unknown
JREVENTURES,UNVERIFIED:unknown
JULA AB,jula.se
JULES,UNVERIFIED:unknown
JULIANADURO BEAUTY SALON,UNVERIFIED:unknown
JULIEN D'ORCEL SYNALIA,UNVERIFIED:unknown
JURATOYS,UNVERIFIED:juratoys.com
JYSK,jysk.com
KABAUN,UNVERIFIED:unknown
KAIDE,UNVERIFIED:unknown
KAIZEN AGENCY,UNVERIFIED:unknown
KAIZEN MUTEKI / ENOVA / JJA,UNVERIFIED:unknown
KAM,UNVERIFIED:unknown
KANTAR WORLDPANEL,kantar-worldpanel.com
KAPORAL,kaporal.com
KAPPA,kappa.com
KARAVEL,UNVERIFIED:unknown
KAROIL - GROUPE AUTOVISION,karoil.com
KAUFLAND,kaufland.com
KAWASAKI,kawasaki.com
KCAL,kcal.com
KCAL COLLECTIVE,kcalcollective.com
K-CITYMARKET TURKU SKANSSI,UNVERIFIED:unknown
KEBHOUZE,UNVERIFIED:unknown
KELLYDELI,UNVERIFIED:unknown
KELPROMO,UNVERIFIED:unknown
KENZO,kenzo.com
KENZZI JEWELS,UNVERIFIED:unknown
KEOLLIA,UNVERIFIED:unknown
KERING,kering.com
KERING GROUP,kering.com
KESKO OYJ,kesko.fi
KFC FRANCE,kfc.fr
KFC FRANCE | YUM! RESTAURANTS INTERNAT,kfc.fr
KIABI,kiabi.com
KID,UNVERIFIED:unknown
KIKO MILANO,kikomilanoshop.com
KIKO MILANO SPA,UNVERIFIED:kikomilanospachrome.com
KILOUTOU,kiloutou.com
KING JOUET,kingjouet.com
KINGFISHER,kingfisher.com
KINGFISHER RETAIL MEDIA,UNVERIFIED:unknown
KINGJOUET,UNVERIFIED:unknown
KIVISENSE,UNVERIFIED:unknown
KIWEE.CARE,UNVERIFIED:unknown
KIWIK,UNVERIFIED:unknown
KKEC,UNVERIFIED:unknown
KLÉPIERRE,klepierre.com
KODAKMOMENTS,kodakmoments.com
KODAKMOMENTS.,kodakmoments.com
KOLIBIO,UNVERIFIED:unknown
KONNIEVENCE MODE,UNVERIFIED:unknown
KONTOOR BRANDS,kontoorbrands.com
KONTOORBRANDS,UNVERIFIED:unknown
KOTAI KITCHEN,UNVERIFIED:unknown
KRËFEL,krefel.be
KROSFOU,UNVERIFIED:unknown
KRYS,UNVERIFIED:unknown
KRYS GOUP SERVICES,UNVERIFIED:unknown
KRYS GROUP,UNVERIFIED:unknown
KUBII,kubii.com
KWANKO,kwanko.com
KWEICHOW MOUTAI PARIS TRADING,UNVERIFIED:unknown
L ATELIER PAPILLES,UNVERIFIED:unknown
L COMMERCE,lcommerce.com
L ENTREPOT DU BRICOLAGE,UNVERIFIED:unknown
L 'OURSON BLANC,UNVERIFIED:unknown
L SAHA,UNVERIFIED:unknown
L:A BRUKET,labruket.com
LA BAGAGERIE,labagagerie.com
LA BANQUE POSTALE,labanquepostale.fr
LA BELLE BOUCLE,UNVERIFIED:labelbelle.com
LA BELLE-ILOISE,UNVERIFIED:labelle-iloise.com
LA BOTTE GARDIANR,UNVERIFIED:unknown
LA BOUTIQUE DU COIFFEUR,UNVERIFIED:unknown
LA CHAMBRE,lachambre.com
LA CIE BIO ET NATURE,UNVERIFIED:unknown
LA CORDÉE PLEIN AIR,lacordee.ca
LA CORRESPONDANCE DE LA PUBLICITÉ,UNVERIFIED:unknown
LA FRANCAIS DES JEUX,fdj.fr
LA FRANCAISE DES JEUX,lfdj.com
LA GRANDE RECRE,lagranderecre.com
LA GRANDE RÉCRÉ,lagranderecre.fr
LA HALLE,lahalle.com
LA HALLE - GROUPE BEAUMANOIR,lahalle.com
LA HAUTE SOCIÉTÉ,UNVERIFIED:unknown
LA MAISON CONVERTIBLE,UNVERIFIED:lamaison-convertible.com
LA MAISON DU CHOCOLAT,lamaisonduchocolat.com
LA MIE CALINE,UNVERIFIED:unknown
LA MOBILERY,UNVERIFIED:unknown
LA MONNAIE DE PARIS,monnaiedeparis.fr
LA PARQUETERIE NOUVELLE,UNVERIFIED:unknown
LA PLATEFORME DU BATIMENT,UNVERIFIED:laplateforme-du-batiment.com
LA POSTE,laposte.fr
LA POSTE (BRANCHE GRAND PUBLIC ET NUMERIQUE),laposte.fr
LA POSTE BGPN,UNVERIFIED:unknown
LA POSTE SOLUTIONS BUSINESS,UNVERIFIED:unknown
LA PROCURE,laprocure.com
LA REDOUTE,laredoute.com
LA SAMARITAINE SOCIÉTÉ FONCIÈRE,UNVERIFIED:unknown
LA TOUCHE CONFIDENTIELLE,UNVERIFIED:unknown
LA TRINITAINE,UNVERIFIED:la-trinitaine.com
LAALI.FR,UNVERIFIED:laali.fr
LABEL CHAUSSETTE,UNVERIFIED:unknown
LABEL EMMAUS,UNVERIFIED:unknown
LABOMAI,UNVERIFIED:unknown
LABONAL,UNVERIFIED:unknown
LABO-NOIR,UNVERIFIED:unknown
LABORATOIRE PIERRE FABRE DERMO COSMETIQUE,pierre-fabre.com
LABORATOIRES CINQ MONDES,cinqmondes.com
LABORATOIRES FILORGA,filorga.com
LABORATOIRES YVES ROCHER,yves-rocher.com
LABOUTIQUEOFFICIELLE.COM,laboutiqueofficielle.com
LACOSTE,lacoste.com
LACOSTE E-COMMERCE,lacoste.com
LACOSTE FRANCE,lacoste.com
LADUREE,laduree.com
LAFITE,UNVERIFIED:unknown
LAFRENCHI,UNVERIFIED:unknown
LAGARD,UNVERIFIED:unknown
LAGARDERE,lagardere.com
LAGARDERE TRAVEL RETAIL,UNVERIFIED:lagardere-travel-retail.com
LAGARDÈRE TRAVEL RETAIL,lagardere-tr.com
LAGARDERE TRAVEL RETAIL FRANCE,UNVERIFIED:unknown
LAGARDERE TRAVEL RETAIL SAS,UNVERIFIED:unknown
LALYLOOK,UNVERIFIED:unknown
LANCASTER,lancaster.com
LANCK TELECOM,UNVERIFIED:unknown
LANDA,landaglobal.com
LANDI,UNVERIFIED:unknown
LANDMARK GROUP,landmarkgroup.com
LANDMARK GROUP - SPLASH,UNVERIFIED:unknown
LANE B SAS,UNVERIFIED:unknown
LARTISIEN EVENTS,UNVERIFIED:unknown
LASCANA BRAND GROUP OTTO GMBH & CO. KGAA,lascana.de
L'ATELIER LETTERPRESS,UNVERIFIED:unknown
LATEST PRODUCTS,UNVERIFIED:unknown
L'AVANT GARDISTE,UNVERIFIED:unknown
LCL,lcl.com
LD,UNVERIFIED:unknown
LD CAISSES SYSTEMES,UNVERIFIED:unknown
LDLC.COM,ldlc.com
LE BHV MARAIS,lebhvmarais.com
LE BON MARCHE,lebonmarche.com
LE BON MARCHÉ,lebonmarche.com
LE BON MARCHÉ RIVE GAUCHE,lebonmarche.com
LE CERCLE D'ASSAS(POUIC POUIC),UNVERIFIED:unknown
LE COMPTOIR DE L'HOTELLERIE,UNVERIFIED:unknown
LE COMPTOIR D'EMILE,UNVERIFIED:comptoire-demile.com
LE COURS DES HALLES,UNVERIFIED:unknown
LE CREUSET,lecreuset.com
LE DRESSING DE SARAH D,UNVERIFIED:unknown
LE GROUPE CHANTELLE LA CONCIERGERIE,UNVERIFIED:unknown
LE KIOSQUE SANTÉ,UNVERIFIED:unknown
LE NOTRE,lenôtre.com
LE PETIT BALLON,lepetitballon.com
LE PETIT VAPOTEUR,UNVERIFIED:lepetit-vapoteur.com
LE PETIT VAPOTEUR STORE,UNVERIFIED:lepetitvapoteau.com
LE ROI DU MATELAS,leroidumatelas.com
LE ROY RENÉ,leroyrene.com
LE SLIP FRANCAIS,leslipfrancais.com
LE TANNEUR,letanneur.com
LE TEMPS DES CERISES,letempsdescerises.com
LEA NATURE,lea-nature.com
LEADERSANTE GROUPE,UNVERIFIED:unknown
LEAD-VALUE,UNVERIFIED:unknown
LEASI ASSETCO FRANCE (SIREN 978261444) HTTPS://LEASI.CO,leasi.co
LEBONCOIN,leboncoin.fr
LEBONCOIN (ADEVINTA),leboncoin.fr
LEBOND.SHOP,UNVERIFIED:lebond.shop
L'ECHO TOURISTIQUE,UNVERIFIED:unknown
LECLERC,leclerc.com
LECLERC - INFOMIL,UNVERIFIED:unknown
LECLERC ILE DE LA RÉUNION,UNVERIFIED:unknown
LEDO SUPERMARKT,UNVERIFIED:unknown
LEENA PARIS,UNVERIFIED:leenaparis.com
LEGALLAIS,legallais.com
LEGATIA,UNVERIFIED:unknown
LEMAIRE,lemaire.com
LEMON GROUP,UNVERIFIED:unknown
LENDISMART SL,UNVERIFIED:unknown
LENOVO,lenovo.com
LERO,UNVERIFIED:unknown
LEROY MERLIN,UNVERIFIED:leroy-merlin.com
LEROY MERLIN FRANCE,leroymerlin.fr
LEROY MERLIN UKRAINE,leroy-merlin.com.ua
LES 3 RELIQUES,les3reliques.com
LES BONNES CHOSES,lesbonneschoses.com
LES COLLECTIONNEURS,lescollectionneurs.com
LES ENTREPRÊTEURS,UNVERIFIED:unknown
LES ESSENTIELS D'ISABELLE,UNVERIFIED:lesessentielsisabelle.com
LES GALERIES LAFAYETTE PARIS HAUSSMANN,galerieslafayette.com
LES GEORGETTES,lesgeorgettes.com
LES GEORGETTES BY ALTESSE,lesgeorgettes.com
LES IMPRIMEUSES,UNVERIFIED:unknown
LES MARMOTS,UNVERIFIED:unknown
LES MOUSQUETAIRES,UNVERIFIED:lemousquetaires.com
LES PARFUMERIES FRAGONARD,fragonard.com
LES PÉPINIÈRES BELLET,UNVERIFIED:pepinieres-bellet.com
LES PETITS CHAPERONS ROUGES,lespetitschaperonsrouges.com
LES RITUELLES,lesrituelles.com
LES SUPÉRETTES API,UNVERIFIED:unknown
LES TENDANCES,UNVERIFIED:unknown
LES Z'ARSOUILLES,UNVERIFIED:unknown
LESBENJAMINS,lesbenjamins.com
LESECHOSLEPARISIEN,lesechosleparisien.fr
LEUCAT,UNVERIFIED:unknown
LEVI STRAUSS & CO,levistrauss.com
LEVI STRAUSS & CO.,levistrauss.com
LEVIS,levi.com
LEVIS STRAUSS & CO,levi.com
L'EXCEPTION,lexception.com
LFI,UNVERIFIED:unknown
LG,lg.com
LGFG FASHION HOUSE,UNVERIFIED:unknown
L'HABELHABITATION,UNVERIFIED:unknown
LIBRAIRIE CLC,UNVERIFIED:unknown
LIDL,lidl.com
LIDL INTERNATIONAL,lidl.com
LIDL STIFTUNG & CO. KG,lidl.com
LIEWOG,UNVERIFIED:unknown
LIGA-TECH LLC,UNVERIFIED:unknown
LIGIER GROUP,ligier-group.com
LIKI24,liki24.com
LINDERA,lindera.com
LINDT,lindt.com
LINEN BEAR,UNVERIFIED:unknown
LINGERIE SOS,UNVERIFIED:unknown
LINK MOBILITY,linkmobility.com
LINXENS,linxens.com
LIPAULT,lipault.com
LISA DESIGN,UNVERIFIED:unknown
LITTLE BIG CHANGE,littlebigchange.com
LITTLE CANDY SRL,UNVERIFIED:unknown
LITTLE SOUVENIR,UNVERIFIED:unknown
LIVING TOURS,livingtours.com
LIVRES ET STICKERS. COM,livresetstickers.com
LJ MARKET PRO,UNVERIFIED:unknown
LLC ATB-MARKET,UNVERIFIED:unknown
LLP DIGITECH SOLUTION,UNVERIFIED:unknown
LM COMMERCE,UNVERIFIED:unknown
LMV,UNVERIFIED:unknown
LOBERON GMBH,loberon.de
LOCATION VOITURE,locationvoiture.com
LOCCITANE,loccitane.com
L'OCCITANE EN PROVENCE,loccitane.com
L'OCCITANE GROUPE,loccitane.com
L'OCCITANE INTERNATIONAL SA,loccitane.com
LOGICITES,UNVERIFIED:unknown
LOGISTA RETAIL,UNVERIFIED:unknown
LOGIT SOLUTIONS,UNVERIFIED:unknown
LOJAS TORRA,UNVERIFIED:unknown
LONDON & PARTNERS,londonandpartners.com
LONGCHAMP,longchamp.com
L'OREAL,loreal.com
LÓREAL,loreal.com
L'ORÉAL,loreal.com
L'OREAL LUXE,lorealuxe.com
L'OREALDGO,UNVERIFIED:unknown
LOREM IPSUM SARL,UNVERIFIED:unknown
LOT-ART BV,lot-art.com
LOUBOUTIN,louboutin.com
LOUIS VUITTON,louisvuitton.com
LOUVINI,UNVERIFIED:unknown
LOUVRES HOTEL,UNVERIFIED:unknown
LOVE RADIUS,loveradius.com
LOVEHONEY,lovehoney.com
LOVELY PLANET,UNVERIFIED:unknown
LOWES,lowes.com
LP3B SAS,UNVERIFIED:unknown
LT DISTRIBUTION EUROPE,UNVERIFIED:unknown
LTRF,UNVERIFIED:unknown
LUCKEY HOMES,UNVERIFIED:unknown
LUCKY LAD,UNVERIFIED:unknown
LUDILABEL,ludilabel.com
LUHTA SPORTSWEAR COMPANY,luhta.com
LUNALOGIC,UNVERIFIED:unknown
LUXEMBOURG CONFEDERATION,UNVERIFIED:unknown
LVMH,lvmh.com
LVMH BEAUTY,lvmhbeauty.com
LVMH BEAUTY TECH,UNVERIFIED:unknown
LVMH RECHERCHE,UNVERIFIED:unknown
LY CORPORATION,UNVERIFIED:unknown
M G F SPORTS,UNVERIFIED:unknown
M POUR TOUJOURS,UNVERIFIED:unknown
M19,UNVERIFIED:unknown
M3J DISTRIBUIDORA,UNVERIFIED:unknown
MA BOX ET MOI,UNVERIFIED:unknown
MA PETITE BOUTIQUE,UNVERIFIED:unknown
MAAS,UNVERIFIED:unknown
MACATIA,UNVERIFIED:unknown
MACIF AVANTAGES,UNVERIFIED:unknown
MACOQUE.COM,macoque.com
MADAME,UNVERIFIED:unknown
MADAME SEW,UNVERIFIED:unknown
MADAME VACANCES - EUROGROUP,madame-vacances.com
MADE IN SENS,UNVERIFIED:unknown
MADE.COM,made.com
MADLADY AB,UNVERIFIED:unknown
MADY & CHARLES,UNVERIFIED:unknown
MAEDEH DAIRY,UNVERIFIED:unknown
MAESTROOO,UNVERIFIED:unknown
MAGASIN DU NORD,UNVERIFIED:unknown
MAGASINS BUT,but.com
MAGNOVENT,UNVERIFIED:unknown
MAIF,maif.fr
MAIL BOXES ETC.,mailboxesetc.com
MAISON & BEAUTÉ,UNVERIFIED:unknown
MAISON 123,maison123.com
MAISON BALZAC,maisonbalzac.com
MAISON COLIBRI,UNVERIFIED:unknown
MAISON DE LA LITERIE,UNVERIFIED:maisondeliterie.com
MAISON DE PARFUM BERRY,UNVERIFIED:unknown
MAISON DE PARFUMS BERRY,UNVERIFIED:unknown
MAISON FRANCIS KURKDJIAN,maisonfranciskurkdjian.com
MAISON MONTEBELLO,maisonmontebello.com
MAISON PEONY NUTRITION HOLISTIQUE,UNVERIFIED:unknown
MAISON PIERRE HARDY SAS,pierrehardy.com
MAISON STANDARDS,maisonstandards.com
MAISONS DU MONDE,maisonsdumonde.com
MAJE,maje.com
MALAREN SASU,UNVERIFIED:unknown
MAN NATURA ASBL,UNVERIFIED:unknown
MANBOW,UNVERIFIED:unknown
MANECHO,UNVERIFIED:unknown
MANFIELD,UNVERIFIED:unknown
MANIK MARKETING LTD,UNVERIFIED:unknown
MANO MANO,manomano.com
MANOMANO,manomano.com
MANORGA,UNVERIFIED:unknown
MANTIS - VÉRIFIANCE,UNVERIFIED:unknown
MANUBRICOLE.COM,manubricole.com
MANUCURIST,manucurist.com
MANUFACTURES DE MODE,UNVERIFIED:unknown
MANUTAN INTERNATIONAL,manutan.com
MAPAP,UNVERIFIED:unknown
MAPED,maped.com
MAPONIE,UNVERIFIED:unknown
MAPS SYSTEM IMMERSION DE LUXE,UNVERIFIED:unknown
MAQUES AVENUE,UNVERIFIED:unknown
MARC O POLO,marc-o-polo.com
MARCEL ET FILS,UNVERIFIED:unknown
MARCEL TRAVEL POSTERS,UNVERIFIED:unknown
MARCHÉ DES TERRITOIRES,UNVERIFIED:unknown
MARIE JORDANE,UNVERIFIED:unknown
MARIONNAUD,marionnaud.com
MARKS & SPENCER (M&S),marksandspencer.com
MARKS & SPENVER,UNVERIFIED:unknown
MARS EFFEM,UNVERIFIED:unknown
MARTIN BELAYSOUD EXPANSION,UNVERIFIED:unknown
MARTINE LE JOSSEC COMMUNICATION,UNVERIFIED:unknown
MASSIMO ALBA,UNVERIFIED:massimalba.com
MATAS.DK,matas.dk
MATELAS NO STRESS,UNVERIFIED:matelas-no-stress.com
MATHON,UNVERIFIED:unknown
MATSURI,UNVERIFIED:unknown
MATTEL,mattel.com
MAUBOUSSIN,mauboussin.com
MAUKAU,UNVERIFIED:unknown
MAX MARA FASHION GROUP,maxmara.com
MAX MARA FASHION GROUP SRL,maxmara.com
MAXI COFFEE,UNVERIFIED:unknown
MAXIAM,UNVERIFIED:unknown
MAXICOFFEE,maxicoffee.com
MAXITOYS,UNVERIFIED:unknown
MB LAB,UNVERIFIED:unknown
MBA MCI INSTITUT LEONARD DE VINCI,UNVERIFIED:unknown
MBA#MCI @ILV,UNVERIFIED:unknown
MBAMCI INSTITUT LÉONARD DE VINCI,UNVERIFIED:unknown
MCA MBI,UNVERIFIED:unknown
MCDO FRANCE,UNVERIFIED:unknown
MCDONALD'S,mcdonalds.com
MCDONALDS FRANCE,mcdonalds.fr
MCDONALD'S FRANCE,mcdonalds.fr
MD2I,UNVERIFIED:unknown
MEDIA6.[LAB],UNVERIFIED:unknown
MEDIAMARKT POLAND,mediamarkt.pl
MEDIAMARKTSATURN,mediamarktsaturn.com
MÉDIAMÉTRIE,mediametrie.com
MEDIAPOST,mediapost.com
MEDIA-SATURN RETAIL GROUP GMBH,media-saturn.de
MEGA IMAGE S.R.L. (PART OF AHOLD DELHAIZE),UNVERIFIED:unknown
MELISSA,melissa.com
MELLIMELLOW,UNVERIFIED:unknown
"MELVITA, GROUPE L'OCCITANE",melvita.com
MEO VERTRIEBS GMBH,UNVERIFIED:unknown
MERCADONA,mercadona.es
"MERCARI, INC.",mercari.com
MERCATEL,UNVERIFIED:unknown
MERCIAN,mercian.com
MERCIAN EUROPE OFFICE,UNVERIFIED:unknown
MERCURE,mercure.com
MERLET YVELINES PESAGE,UNVERIFIED:unknown
MES DEPANNEURS,UNVERIFIED:unknown
MESTER GRØNN AS,mestergronn.no
METRO,metro.com
METRO CASH & CARRY ROMANIA,metro.ro
METRO CASH AND CARRY,metro.com
METRO FRANCE,metro.fr
METRO ROMANIA,metro.ro
METTLER TOLEDO,mt.com
MEUBLES IKEA FRANCE,ikea.fr
MF MINI FOCUS,UNVERIFIED:mfminifocus.com
MFBG,UNVERIFIED:unknown
MGF (GROUPE WE CONNECT),UNVERIFIED:unknown
MGT CONSEIL,UNVERIFIED:mgtconseil.com
MICROMANIA,micromania.fr
MICROMANIA-ZING,micromania-zing.com
MICROSOFT,microsoft.com
MICROSOFT DEUTSCHLAND GMBH,microsoft.de
MIDAS,midas.com
MIDAS EUROPE,UNVERIFIED:unknown
MIIST LOGISTICS,UNVERIFIED:unknown
MIKE ELLIOTT MARKETING,UNVERIFIED:unknown
MILLET MOUNTAIN GROUP,UNVERIFIED:unknown
MILUKUIKILU,UNVERIFIED:unknown
MINI MINDS CO,UNVERIFIED:unknown
MIROGLIO GROUP,mirogliogroup.com
MISTER AUTO,misterauto.com
MISTER EV,misterev.com
MISTERFLY,misterfly.com
MITSUBISHI PENCIL,UNVERIFIED:uni.mitsubishipentel.co.jp
MIXDATA,UNVERIFIED:unknown
MIXE,UNVERIFIED:unknown
MJP DISTRIBUTION,UNVERIFIED:unknown
MM,UNVERIFIED:unknown
MMK,UNVERIFIED:unknown
MOBEELUX,UNVERIFIED:unknown
MOBILE FOR YOU S.L.,UNVERIFIED:unknown
MOBILE LOOV,UNVERIFIED:unknown
MOBILE MARKETING ASSOCIATION FRANCE,UNVERIFIED:unknown
MOBIVIA - VIA ID,mobivia.com
MODA ISTANBUL CANTA SPOR MLZ.,UNVERIFIED:unknown
MODALIA,UNVERIFIED:unknown
MODERN DROGUERIE,UNVERIFIED:unknown
MODEX CONSEIL,UNVERIFIED:modexconseil.com
MODULSYSTEM SWEDEN AB,modulsystem.se
MOET & CHANDON,moet-chandon.com
MOET HENESSY,moet-hennessy.com
MOET HENNESSY,moet-hennessy.com
MOJOVIDA,UNVERIFIED:unknown
MOLLIE,mollie.com
MOLNLYCKE,molnlycke.com
MONCLER,moncler.com
MONDADORI FRANCE,mondadori.fr
MONDIAL TISSUS,mondial-tissus.fr
MONDIAL TISSUS EXPLOITATION,UNVERIFIED:unknown
MONEY30,UNVERIFIED:unknown
MONNAIE DE PARIS,monnaiedeparis.fr
MONNIER FRERES,monnierfreres.com
MONOPRIX,monoprix.com
MONOPRIX TUNISIE,UNVERIFIED:unknown
MONSIEUR STYLE,UNVERIFIED:unknown
MONTS FOURNIL,UNVERIFIED:unknown
MOON MOON,UNVERIFIED:unknown
MOREL,morel.com
MOREX,UNVERIFIED:unknown
MORGAN,morgan.com
MORGAN PHILIPS GROUP,morganphilips.com
MOTIER VENTURES,UNVERIFIED:unknown
MOTOBLOUZ,motoblouz.com
MOTOROLA SOLUTIONS,motorolasolutions.com
MOTUL,motul.com
MOUSQUETAIRES,UNVERIFIED:unknown
MOUSQUETAIRES - STIME,UNVERIFIED:unknown
MP LABO,UNVERIFIED:unknown
MR BRICOLAGE,mr-bricolage.com
MR. BLUE,UNVERIFIED:unknown
MRBRICOLAGE,mrbricolage.com
MSQUARE,UNVERIFIED:unknown
MTI EXPRESS,UNVERIFIED:unknown
MULTI-PASS,UNVERIFIED:unknown
MULTIPLY SOFTWARE,multiplysoftware.com
MUNAL PRINTING SUPPORT PVT. LTD.,UNVERIFIED:unknown
MUSÉE DU LOUVRE,louvre.fr
MUSES STUDIO,UNVERIFIED:unknown
MUSGRAVE,musgravegroup.com
MUSGRAVE LTD.,musgravegroup.com
MUSGRAVE RETAIL PARTNERS IRELAND,UNVERIFIED:musgraveretailpartners.ie
MUSIC 123 WOODBRASS,UNVERIFIED:unknown
MUZEIKO - MUNICIPAL CULTURE INSTITUTE – CHILDREN’S SCIENCE,muzeiko.com
MY JOLIE CANDLE,UNVERIFIED:myjolientcandle.com
MY LIVING BLOOM,UNVERIFIED:unknown
MY RETAIL BOX,UNVERIFIED:unknown
MYLITTLEPARIS,mylittleparis.com
MYORIGINES,UNVERIFIED:unknown
MYPOS,mypos.com
MYSMAG,UNVERIFIED:unknown
NAOMI,UNVERIFIED:unknown
NASHI ARGAN,nashiargan.com
NASITRA,UNVERIFIED:unknown
NAT ET NIN,UNVERIFIED:unknown
NATALICAFE,UNVERIFIED:unknown
NATEXO,UNVERIFIED:natexo.com
NATULIM,UNVERIFIED:unknown
NATUR’HALLES,naturhalles.com
NATURA,natura.com
NATURA EUROPA,UNVERIFIED:natura-europa.com
NATURABRASIL,naturabrasil.com
NATURALIA,UNVERIFIED:naturalia.com
NATURASÌ,naturasi.it
NATURE & DECOUVERTES,UNVERIFIED:nature-et-decouvertes.com
NATURE & DÉCOUVERTES,UNVERIFIED:nature-et-decouvertes.com
NATURE &AMP,UNVERIFIED:unknown
NATURE ET DECOUVERTES,natureetdecouvertes.com
NATURE ET DÉCOUVERTES,natureetdecouvertes.com
NATURE ET DECOUVERTES SA,UNVERIFIED:nature-et-decouvertes.com
NATUREDEA,UNVERIFIED:unknown
NATURES & DÉCOUVERTES,UNVERIFIED:naturesdecouverts.com
NATURIOS SLU,UNVERIFIED:unknown
NAYAX,nayax.com
NCPI,UNVERIFIED:unknown
NEBA,UNVERIFIED:unknown
NEBULEUSE,UNVERIFIED:unknown
NEDJAR LINDA SELMA,UNVERIFIED:unknown
NEEDHELP,UNVERIFIED:unknown
NEINVER,neinver.com
NEO 26,UNVERIFIED:unknown
NEOS SalesE SRL,UNVERIFIED:unknown
NEOWOOD,UNVERIFIED:unknown
NESPRESSO,nespresso.com
NESTLE WATERS MARKETING ET DISTRIBUTION,nestlewaters.com
NETAFFILIATION,netaffiliation.com
NETQUATTRO,UNVERIFIED:unknown
NETTO SAS BASAVORD,UNVERIFIED:unknown
NEUFLIZE OBC - ABN AMRO,UNVERIFIED:unknown
NEW ANDRE,UNVERIFIED:unknown
NEW BALANCE,newbalance.com
NEW BOURDONNAIS,UNVERIFIED:unknown
NEW COMMERCE VENTURES INC,UNVERIFIED:unknown
NEW YORKER FASHION GMBH,UNVERIFIED:unknown
NEW YORKER INFORMATION SERVICES INTERNATIONAL GMBH,UNVERIFIED:unknown
NEWCLIMA,UNVERIFIED:unknown
NEWNOTE SOLUTIONS,UNVERIFIED:unknown
NEWREST,newrest.com
NEWREST TRAVEL RETAIL,UNVERIFIED:unknown
NICOLAS,UNVERIFIED:unknown
NIKE RETAIL BV,nike.com
NINO SHOP,UNVERIFIED:unknown
NISHIKIDORI,UNVERIFIED:unknown
NISHIKIDÔRI,UNVERIFIED:unknown
NJAH,UNVERIFIED:unknown
NLABORATOIRE,nlaboratoire.com
NOCIBE,nocibe.com
NOCIKA,UNVERIFIED:unknown
NOIMA CONSULTANCY,UNVERIFIED:unknown
NONE,UNVERIFIED:unknown
NOOR ALSAMAGENERAL TRADE AND IMPORT AND EXPORT AND,UNVERIFIED:unknown
AGENSIES AND PUBLIC TRANSPORT LL,UNVERIFIED:unknown
NORAUTO,norauto.com
NORAUTO FRANCE,norauto.fr
NORAUTO INTERNATIONAL,norauto.com
NORM HALI MOBILYA TEKSTIL URÜNLERI,normhali.com
NOSOLI,UNVERIFIED:unknown
"NOSOLI (FURET DU NORD, DECITRE, CHAPITRE.COM)",UNVERIFIED:unknown
NOTIFY,UNVERIFIED:unknown
NOVI,UNVERIFIED:unknown
NOZ,UNVERIFIED:unknown
NUOO,UNVERIFIED:nuoo.com
NUTRIMUSCLE,UNVERIFIED:unknown
NUXTLABS,UNVERIFIED:unknown
O2DIS,UNVERIFIED:unknown
O2FEEL,o2feel.com
OBJETRAMA,UNVERIFIED:unknown
OCD,UNVERIFIED:unknown
OCELOT,UNVERIFIED:unknown
OCTAVE,UNVERIFIED:unknown
OCTOBER,UNVERIFIED:unknown
OCTOPIA,octopia.com
OFCE,UNVERIFIED:unknown
OFFICE DU TOURISME & DES CONGRÈS PARIS,parisinfo.com
OFFICE PLUS,officeplus.com
OGS DISTRIBUTION,UNVERIFIED:unknown
OHANNA,UNVERIFIED:unknown
OIA BEAUTE,UNVERIFIED:unknown
OKALI,UNVERIFIED:unknown
OKI SARL,UNVERIFIED:unknown
OLAQIN,UNVERIFIED:unknown
OLINN,olinn.com
OLINN IT PLUSDEPC.COM,UNVERIFIED:unknown
