company,domain
BACACIER DIGITAL YOUSTEEL,UNVERIFIED:unknown
BACCHUS,bacchus.com
BAEGUIN,UNVERIFIED:unknown
BALADI FOODSTUFF TRADING LLC,UNVERIFIED:unknown
"BALDI, LDA.",UNVERIFIED:unknown
BALZAC PARIS RETAIL,balzacparis.com
BAMBINS DECO,bambinsdeco.com
BANDIT PARIS,banditparis.com
BANGLE-UP,bangle-up.com
BANQUE EDEL - COMMUNICATION,UNVERIFIED:unknown
BANQUE POPULAIRE BOURGOGNE FRANCHE COMTÉ,UNVERIFIED:unknown
BANQUE POPULAIRE DU NORD,banquepopulaire.fr
BARCODIS,barcodis.com
BARNACLE,barnacle.com
BATCH,batch.com
BAYEN MAREE,UNVERIFIED:unknown
BCS GROUP,bcsgroup.com
BD MULTIMEDIA GROUP,UNVERIFIED:unknown
BDA,bda.com
BDF,bdf.com
BEAUTIFY DZ SHOP,UNVERIFIED:unknown
BEEBS,UNVERIFIED:unknown
BEECOM,beecom.com
BEK,bek.com
BEL GROUPE,bel-groupe.com
BELLOTA BELLOTA,bellotabellota.com
BENDY JEWELRY,UNVERIFIED:unknown
BEOWERS,UNVERIFIED:unknown
BERDUGO,UNVERIFIED:unknown
BERTRAND FRNACHISE,UNVERIFIED:unknown
BESSON,besson.com
BESSON CHAUSSURES,bessonchaussures.fr
B'EST LOISIRS,UNVERIFIED:unknown
BESTSELLER SERVICES B.V,bestsellerservices.com
BEYOND EVENT,UNVERIFIED:unknown
BEYOND EVENTS,beyondevents.com
BEYOND MATRIX ALPHA,UNVERIFIED:unknown
BGC,bgc.com
BHV,bhv.com
BIG LEAP PRODUCTIONS SA,UNVERIFIED:unknown
BIG MOUSTACHE,UNVERIFIED:unknown
BIGBLUE,bigblue.com
BIMEDIA,bimedia.com
BIOCONCEPT,bioconcept.com
BIORREX,biorrex.com
BISA SAS,UNVERIFIED:unknown
BIZEIBKE,UNVERIFIED:unknown
BLACKBIRD,blackbird.com
BLAL BADRE,UNVERIFIED:unknown
BLEU ET ASSOCIÉS,UNVERIFIED:unknown
BLOOMSQUARE STUDIO,UNVERIFIED:unknown
BLU KIRIE,UNVERIFIED:unknown
BLUESTAR,bluestar.com
BM,bm.com
BMKA - ESPRIT BARBECUE,UNVERIFIED:unknown
BMKA - ESPRIT-BARBECUE,esprit-barbecue.fr
BNPP PF,UNVERIFIED:unknown
BNPPP,UNVERIFIED:unknown
BOGART,bogart.com
BOGART BEAUTY RETAIL,UNVERIFIED:unknown
BOGART GROUP,bogart-group.com
"BOHMIANS, FRANCE",UNVERIFIED:unknown
BOMBERS ORIGINAL,UNVERIFIED:unknown
BON POINT,bon-point.com
BONNE MANIERE SAS,bonne-maniere.fr
BONNET NEVE,UNVERIFIED:unknown
BONS BAISERS DE PANAME,UNVERIFIED:unknown
BOOPSHOP,boopshop.com
BOOSTRAVEL,boostravel.com
BOSCHAT LAVEIX,boschatlaveix.fr
BOTANIC,botanic.com
BOTMIND,botmind.com
BOUTS DE FICELLE,UNVERIFIED:unknown
BP RETAIL,UNVERIFIED:unknown
BPACK,bpack.com
BRAND FUTURES,brandfutures.com
BRANDYE,brandye.com
BRICO IO,brico-io.com
BRICO IO S.P.A,UNVERIFIED:unknown
BRICOMMERCE,bricommerce.com
BRICOPAC,UNVERIFIED:unknown
BRICOPAC TRADE SERVICES,UNVERIFIED:unknown
BRUNSCHWIG & CIE S.A,UNVERIFIED:unknown
BRUNSCHWIG & CIE SA,UNVERIFIED:unknown
BSL DIMOTRANS,UNVERIFIED:unknown
BURGER ET CIE,burgeretcie.fr
BUROPAC NOUMEA,UNVERIFIED:unknown
BUROPAC NOUMÉA,UNVERIFIED:unknown
BUT CONFORAMA,conforama.fr
BUT INTERNATIONAL,UNVERIFIED:unknown
C10,c10.com
CABESTO,cabesto.com
CACTUS S.A.,cactus-sa.com
CAFAN,UNVERIFIED:unknown
CAISS'MAG SYSTEMES,UNVERIFIED:unknown
CALAIS TRUCKSTOP,calaistruckstop.fr
CALYPSA,calypsa.com
CAMBON PARTNERS,cambonpartners.com
CAMPINGS,campings.com
CANPLEX PROFILES,UNVERIFIED:unknown
CAPACITUM LTD,capacitum.com
CAPEL SIZE FACTORY,UNVERIFIED:unknown
CAPENCY,UNVERIFIED:unknown
CAPS,caps.org
CARCAFRANCIA,UNVERIFIED:unknown
CARDEV CARRELAGE ET BAIN,UNVERIFIED:unknown
CARDIWEB,cardiweb.com
CARE BRAND MANAGEMENT,UNVERIFIED:unknown
CARENE ASSURANCES,UNVERIFIED:unknown
CARIZY,carizy.com
CAROL BURO,UNVERIFIED:unknown
CARREFOUR DSI FRANCE,UNVERIFIED:unknown
CARREFOUR LINKS,carrefourlinks.fr
CARREFOUR MARCHANDISES INTERNATIONALES,UNVERIFIED:unknown
CARREFOUR SYSTEME D'INFORMATION,carrefoursi.fr
CARREFOUR SYSTEMES D'INFORMATION,carrefour-si.fr
CARREFPIR,UNVERIFIED:unknown
CARTER-CASH,carter-cash.com
CARTES BANCAIRES CB / CRÉDIT AGRIOCLE,UNVERIFIED:unknown
CARTIER CREATION STUDIO,UNVERIFIED:unknown
"CASA UNLIMITED ENTERPRISES, INC",UNVERIFIED:unknown
CASHSYSTEMES,cashsystemes.com
CASINO,casino.com
CAVES CARRIÈRE,cavescarriere.fr
CB SERVICES,cbservices.com
CBM LAJEADO,UNVERIFIED:unknown
CCHM KOENE HOLDING BV,UNVERIFIED:unknown
CCI MARTINIQUE,UNVERIFIED:unknown
CCL,UNVERIFIED:unknown
CD TEL,cdtel.com
CDF,cdf.org
CENTRAKOR BRET ET TARDY,centrakor.fr
CENTRAKOR WEB,centrakor.fr
CENTRAL DO VAREJO,UNVERIFIED:unknown
CENTURY 21 ART IMMO,UNVERIFIED:unknown
CERCLE DES VOYAGES,UNVERIFIED:unknown
CERTIDEAL,certideal.com
CF360,cf360.com
CFAO SODIAPA,UNVERIFIED:unknown
CGP COATING INNOVATION,UNVERIFIED:unknown
CHAIS D'ŒUVRE,UNVERIFIED:unknown
CHALLENGES,challenges.com
CHAMBRE DE COMMERCE DE PARIS ( EX: SFA),UNVERIFIED:unknown
CHAMPION ENTREPRISES,championentreprises.fr
CHANEL COORDINATION SAS,chanel.fr
CHANNEL ISLANDS COOP,UNVERIFIED:unknown
CHARVET DIGITAL MEDIA,UNVERIFIED:unknown
CHECK PLANET,checkplanet.com
CHECKLENS GMBH,UNVERIFIED:unknown
CHEIL,cheil.com
CHIC CHIC RESTAURANT,UNVERIFIED:unknown
CHUANGDIAN EXPO,chuangdian-expo.com
CHULLANKA,chullanka.com
CIA CONAD,UNVERIFIED:unknown
CIC,cic.com
CIGALE ET FOURMI,cigaleetfourmi.fr
CIGUSTO,cigusto.com
CIM,cim.com
CINE GROUP,cinegroup.com
CIRCLE K TREASURY OPERATIONS EUROPE AS,UNVERIFIED:unknown
CITE MARINE,UNVERIFIED:unknown
CITY DISTRIBUTION,UNVERIFIED:unknown
CJ RETAILS SOLUTIONS GLOBAL LTD,UNVERIFIED:unknown
CLAYM,claym.com
CLAYSIDE,clayside.com
CLC COMMUNICATION,clccommunication.com
CLEAN STRIKE,cleanstrike.com
CLEMSYS,UNVERIFIED:unknown
CLEON,cleon.com
CLETUDE,UNVERIFIED:unknown
CLOVEN,cloven.com
CLUB ENSEIGNE ET INNOVATION,clubenseigne.fr
CLUB I3A,UNVERIFIED:unknown
CMC,cmc.com
CMXP,UNVERIFIED:unknown
CNCC,cncc.com
CNP,cnp.com
COALIMENT,coaliment.com
COBRA / HL CONSULTING,UNVERIFIED:unknown
CODIDIS,UNVERIFIED:unknown
CODYSSEE,UNVERIFIED:unknown
COFEL,cofel.com
COFIDIS GROUPE,cofidis.fr
COLIM,colim.com
COLISCONSULT,colisconsult.com
COLIZEY,colizey.com
COLLECTIONS IMPERIALES,collectionsimperiales.fr
COLOR ACADEMY,coloracademy.com
COLORFUL BLACK / PSDV,UNVERIFIED:unknown
COMAVE,comave.com
COMEBACK,comeback.com
COMEOS ASBL,comeos.be
COMERCIAL CITY FRESKO,UNVERIFIED:unknown
COMPAGNIE DES ALPES,compagniedesalpes.com
COMPASS GROUP FRANCE,compassgroup.fr
COMPTOIR NATIONAL DE L'OR,UNVERIFIED:unknown
COMPTOIR TEXTILE HOTELIER,UNVERIFIED:unknown
CONECS,UNVERIFIED:unknown
CONFEDERAÇÃO NACIONAL DE DIRIGENTES LOJISTAS,cndl.org.br
CONFÉDÉRATION NATIONALE DES BURALISTES DE FRANCE,buralistes.fr
CONNEXION BOIS DIRECT,connexionboisdirect.fr
CONSO SOCIAL,UNVERIFIED:unknown
CONSORÉGIE LECLERC,UNVERIFIED:unknown
CONTINUUM PLUS SANTÉ,UNVERIFIED:unknown
COOC,cooc.org
COOPERATIVE U,cooperativeu.org
COOPERATVE U,cooperative.com
COPYTOP,copytop.com
COPY-TOP,UNVERIFIED:unknown
CORA FRANCE,corafrance.fr
CORA INFORMATIQUE,UNVERIFIED:unknown
CORA SUPERMARKET,UNVERIFIED:unknown
CORFORT SARL,UNVERIFIED:unknown
CORHOFI,UNVERIFIED:unknown
COTE SUSHI,cote-sushi.fr
COUV'EMPLOI,UNVERIFIED:unknown
CRAI SARDEGNA,UNVERIFIED:unknown
CRAI SECOM,UNVERIFIED:unknown
CREADEV,creadev.com
CREATHLON,creathlon.com
CREDIT INDUSTRIEL ET Sales,UNVERIFIED:unknown
CRYUI,cryui.com
CSI,csi.com
CSP,csp.com
CUISINES AVIVA,UNVERIFIED:unknown
CULTURA,cultura.com
CULTURA BELGIQUE,UNVERIFIED:unknown
CULTURA BELGIUM,UNVERIFIED:unknown
CULTURE INDOOR,UNVERIFIED:unknown
DAFY,UNVERIFIED:unknown
DALBEN GROUP,UNVERIFIED:unknown
DALEPHARMA,UNVERIFIED:unknown
DAMART DSB,UNVERIFIED:unknown
DARING GROUP,daring-group.com
"DBI GROUP (DIM, LOVABLE, PLAYTEX)",UNVERIFIED:unknown
DE BEJARRY INTERNATIONAL,UNVERIFIED:unknown
DECATHLON UNIVERSITY,UNVERIFIED:unknown
DECITRE INTERACTIVE,decitre.fr
DECOINPARIS,decoinparis.com
DEFI,defi.com
DÉKUPLE,dékuple.com
DELI HEMP,delihemp.com
DELUPAY,delupay.com
DENA DELA,UNVERIFIED:unknown
DENGO EUROPE,UNVERIFIED:unknown
DES CLICK,desclick.com
DESIGNER,designer.com
DESTOCK BABY,destockbaby.com
DEUX-TRENTE,deux-trente.fr
DEVINLEC,UNVERIFIED:unknown
D'ICI SCRL,UNVERIFIED:unknown
DIEMMEFOOD,diemmefood.com
DIGITAL POUR VOUS,digitalpourvous.fr
DIGITAL VILLAGE,digitalvillage.com
DILA,dila.com
DIM,dim.com
DIM FRANCE SAS,UNVERIFIED:unknown
DIRECT SIGNALÉTIQUE,UNVERIFIED:unknown
DIRECTION GENERALE DES ENTREPRISES DGE,UNVERIFIED:unknown
DISEÑO Y FANTASIA SL,UNVERIFIED:unknown
DISTREE DURVAL,UNVERIFIED:unknown
DISTRICENTER,districenter.com
DISTRICO,districo.com
DIY (LM),UNVERIFIED:unknown
DIY MAXEDA,UNVERIFIED:unknown
DMC,dmc.com
DND,dnd.com
DODO SAS,dodo.fr
DOMMARKET,UNVERIFIED:unknown
DONGHENG TEXTILE,UNVERIFIED:unknown
DOUGLAS ADOM ENTERPRISE,UNVERIFIED:unknown
DR. MAX GROUP,UNVERIFIED:unknown
DRAWER,drawer.com
DREAM ACT,UNVERIFIED:unknown
DREXCO MEDICAL,UNVERIFIED:unknown
DRIVER,driver.com
DS55 FREEMAN PORTER,freemanporter.com
DSI AUCHAN CORPORATE,UNVERIFIED:unknown
DSI-CARREFOUR,UNVERIFIED:unknown
DSTOCK47,UNVERIFIED:unknown
DUWASH,UNVERIFIED:unknown
DWEET,dweet.com
DX OPTICAL,dxoptical.com
DYNAMIC VIEW,dynamicview.com
E.LECLERC ETAMPES,e-leclerc.fr
E.LECLERC FREYMING,UNVERIFIED:unknown
E.LECLERC GAITÉ-MONTPARNASSE,UNVERIFIED:unknown
E.LECLERC LE CHATELET EN BRIE,e-leclerc.fr
E.LECLERC MONTGERON,UNVERIFIED:unknown
E.X.M. EURO ET EXPERTISE MONETIQUE,UNVERIFIED:unknown
EASY CASH,easycash.com
EASYTRANSAC,easytransac.com
ECENTIME,ecentime.com
ECHELON AVISORY,echelonav.com
ECODESTOCK,ecodestock.com
ECOMMERCE MAG,ecommercemag.com
ECOPLAZA,UNVERIFIED:unknown
EDGARD DEVELOPPEMENT,UNVERIFIED:unknown
EDITIONS DE LA RHF,UNVERIFIED:unknown
EDITIONS DU BOIS BAUDRY,editionsduboisbaudry.fr
EDONE,edone.com
EFASHION PARIS,efashionparis.com
EHYAKIM,UNVERIFIED:unknown
EI ADELINE RAGUIN,UNVERIFIED:unknown
EIDIKO SHOWROOM,UNVERIFIED:unknown
EK FRANCE,UNVERIFIED:unknown
EL -ASSILE LAITERIE,UNVERIFIED:unknown
ELECTRONIQUE +,UNVERIFIED:unknown
ELETROGEL REFRIGERACAO LTDA,eletrogel.com.br
ELIXIS,UNVERIFIED:unknown
EMBALLAGE,emballage.fr
EMEIS,UNVERIFIED:unknown
EMOSENS,emosens.com
EMPORIO ALEX,UNVERIFIED:unknown
EMPÓRIO ALEX,UNVERIFIED:unknown
EN CREATION,UNVERIFIED:unknown
EN RECHERCHE,UNVERIFIED:unknown
ENDRO,endro.com
ENILIVE,enilive.com
ENTREPOT DU BRICOLAGE,entrepotdubricolage.fr
ENVI,envi.com
EP POS,eppos.com
EPC CHAMPAGNE,epc-champagne.com
EPER DIS,eperdis.com
EPHIGEA,ephigea.com
EPHIGÉA GRAIN DE MALICE,UNVERIFIED:unknown
EPI COMPANY I WERO,UNVERIFIED:unknown
EPITECH AND CO,UNVERIFIED:unknown
EPTIMUM,UNVERIFIED:unknown
ERIC DELAVAL,UNVERIFIED:unknown
ERITA,erita.com
ERMES,ermes.com
ESPINOSA,UNVERIFIED:unknown
ESPRIT BARBECUE,espritbarbecue.com
EURL COSME'CHIC,UNVERIFIED:unknown
EURL JECO DISTRIBUTION,UNVERIFIED:unknown
EURO SUPERMERCADOS,UNVERIFIED:unknown
EUROP-ARM,UNVERIFIED:unknown
EVF OFFICIEL,evfofficiel.fr
EX BOUCHARA,UNVERIFIED:unknown
EXCO,exco.com
EXM,exm.com
EXOCOMS GROUP,UNVERIFIED:unknown
EXPERT RETAIL C,UNVERIFIED:unknown
FABRIQ PR,fabriqpr.com
FACE TO FACE,face-to-face.com
FACILECOMM,facilecomm.com
FACT,fact.org
FAMASSER,UNVERIFIED:unknown
FATHALLA MARKET,UNVERIFIED:unknown
FATHER & SONS,UNVERIFIED:unknown
FATHER AND SONS,UNVERIFIED:unknown
FATOUMET,UNVERIFIED:unknown
FAVOURABLE. AMAKA ENTERPRISES,UNVERIFIED:unknown
FB SERVIZI,fbservizi.com
FBH GROUP,fbhgroup.com
FC DESIGN,fcdesign.com
FCI DIFFUSION,UNVERIFIED:unknown
FDISTRIBUTION,UNVERIFIED:unknown
FDJ UNITED,UNVERIFIED:unknown
FERRARI EXPEDITIONS SAS,UNVERIFIED:unknown
FEU VERT,feuvert.fr
FEVER,fever.com
FFF,fff.com
FGROUPE GALERIES LAFAYETTE,galerieslafayette.fr
FICHET SECURITY SOLUTION,UNVERIFIED:unknown
FIDEO APP,UNVERIFIED:unknown
FILEDANSTACHAMBRE.COM,filedanstachambre.com
FINDEEZ,UNVERIFIED:unknown
FINSBURY,finsbury.com
FINZR,UNVERIFIED:unknown
FIPOS,fipos.com
FIT BODY CURVE,fitbodycurve.com
FLEUX,fleux.com
FLORENT ROBIN,UNVERIFIED:unknown
FOIE GRAS GOURMET,UNVERIFIED:unknown
FOODIZ,foodiz.com
FOODIZ GROUP,foodizgroup.com
FORPERSPECTIVES,UNVERIFIED:unknown
FRANCAP DISTRIBUTION,UNVERIFIED:unknown
FRANCE BUREAU,francebureau.fr
FRANCE RESTAURATION RAPIDE,francerestaurationrapide.fr
FRANPRIX LEADER PRICE-DIRECTION SUPPOR,UNVERIFIED:unknown
FREE-DISTRIBUTION,UNVERIFIED:unknown
FRENCH GÉNÉTIQUE,UNVERIFIED:unknown
FRENCHSYS,frenchsys.com
FROM FUTURE GAMING,UNVERIFIED:unknown
FRS CONSULTING,frsconsulting.com
GABRIEL PASTRY ART,UNVERIFIED:unknown
GAIAO,UNVERIFIED:unknown
GALATEA BEAUTY,galateabeauty.com
GALEC,UNVERIFIED:unknown
GALEC - E.LECLERC,galec-e.leclerc.fr
GALERIES LAFAYETTE / HERMIONE RETAIL,galerieslafayette.com
GALERIES LAFAYETTE HORLOGERIE BIJOUTERIE,galerieslafayette.fr
GALERIES LAFAYETTE MANAGEMETN,UNVERIFIED:unknown
GALILÉE,galilee.fr
GALLAS IMPORT EXPORT,UNVERIFIED:unknown
GAZINOX,gazinox.com
GBB,gbb.com
GBEF,UNVERIFIED:unknown
GEB SAS,UNVERIFIED:unknown
GEDIMAT/EVIDEN,UNVERIFIED:unknown
GEDVILLO SERVICES SIA,UNVERIFIED:unknown
GEEK FACTORY,UNVERIFIED:unknown
GEEKO SAS,geeko.fr
GEMO,gemo.com
GENERAL LYY,UNVERIFIED:unknown
GEODEAL,geodeal.com
GETREADY GROUP LTD.,getreadygroup.com
GIE UNIFRAIS,UNVERIFIED:unknown
GIFI,gifi.com
GIGAGI,UNVERIFIED:unknown
GIM-UEMOA,gim-uemoa.org
GIPEFI,UNVERIFIED:unknown
GLOBAL RETAIL ALLIANCE,globalretailalliance.com
GO MY PARTNER,UNVERIFIED:unknown
GOOD LINK,UNVERIFIED:unknown
GOODMIND,goodmind.com
GPASPLUS,gpasplus.com
GPE,UNVERIFIED:unknown
GPE SERGENT MAJOR,UNVERIFIED:unknown
GRACARE,UNVERIFIED:unknown
GRACIUS DESIGN,UNVERIFIED:unknown
GRAIN DE MALICE,graindemalice.fr
GRAIN DE MOUTARDE,UNVERIFIED:unknown
GROUP RG,grouprg.com
GROUPE AKSAL,groupeaksal.com
GROUPE ALKOR,UNVERIFIED:unknown
GROUPE BERTRAND,UNVERIFIED:unknown
GROUPE CAC,UNVERIFIED:unknown
GROUPE CHABRIERES QUIES,UNVERIFIED:unknown
GROUPE GOURMAND,UNVERIFIED:unknown
GROUPE HÉRON,UNVERIFIED:unknown
GROUPE IGS FC,UNVERIFIED:unknown
GROUPE LEDUFF,groupe-leduff.fr
GROUPE MAXIAM,UNVERIFIED:unknown
GROUPE MONDIAL TISSUS,UNVERIFIED:unknown
GROUPE PRINTEMPS,printemps.com
GROUPE RAND,grouperand.com
GROUPE RAVATE,ravate.fr
GROUPE TERRE DE RUNNING,terre-de-running.fr
GROUPE UBIQUE,groupeubique.com
GROUPE VIA CALAIS,UNVERIFIED:unknown
GROUPEMENT LES MOUSQUETAIRES - ANM,UNVERIFIED:unknown
GROUPEMENT MOUSQUETAIRES - STIME,UNVERIFIED:unknown
GRUPO EMPRESARIAL EL JAMÓN,UNVERIFIED:unknown
"GUANGZHOU FUNK PLAY TECHNOLOGY CO., LTD.",UNVERIFIED:unknown
GUEYE ET FRERES,UNVERIFIED:unknown
GUFFROY CONSULTING,UNVERIFIED:unknown
GUSTAV RAMELOW KG,UNVERIFIED:unknown
GUZELYHOME,UNVERIFIED:unknown
H MARKET,UNVERIFIED:unknown
HACHETTE COLLECTIONS,hachettecollections.com
HACKETT SAS,hackett.com
HAMELIN SAS,UNVERIFIED:unknown
HAMLA,UNVERIFIED:unknown
HANDEL CONSEIL,UNVERIFIED:unknown
HAPPY CURL,happycurl.com
HAPPYCOLIS,UNVERIFIED:unknown
HAPPYCURL,happycurl.com
HAPPYWOOL,happywool.com
HARIBO RICQLES ZAN,UNVERIFIED:unknown
HARMONY BOX,harmonybox.com
HARTMANN TRESORE FRANCE,UNVERIFIED:unknown
HAZELNUT,hazelnut.com
HEALTHY GROUP,UNVERIFIED:unknown
HELFRICH,helfrich.com
HELIOS WEB,heliosweb.com
HELLOMOON SHOP,hellomoonshop.com
HELSSY HAIR,UNVERIFIED:unknown
HEMA DIGITAL,hemadigital.com
HEMA HOOFDKANTOOR,hema.nl
HEPPNI BAKERI,UNVERIFIED:unknown
HERMIONE RETAIL,UNVERIFIED:unknown
HEVERETT,UNVERIFIED:unknown
HEXANATURE S.A.S.,hexanature.com
HIGHCO SHOPPER PARIS,UNVERIFIED:unknown
HIGH-STICKERS,high-stickers.com
HIND KROUSSA PARIS,UNVERIFIED:unknown
HINDBAG,UNVERIFIED:unknown
HK STRATEGIES,hkstrategies.com
HM TELECOM,hmtelecom.com
HOLOVISIO,UNVERIFIED:unknown
HOMIFAB,homifab.com
HORIZANE SANTÉ,UNVERIFIED:unknown
HORYON,UNVERIFIED:unknown
HOT,hot.com
HR,hr.com
HUAQIN,huaqin.com
"HUAQIN TECHNOLOGY CO.,LTD.",huaqin.com
HUAQIN TELECOM HONGKONG LIMITED,UNVERIFIED:unknown
HUNAN KOUSHUIWA FOOD,UNVERIFIED:unknown
HURA,hura.com
HUXLEY,huxley.com
HYDRATIS,UNVERIFIED:unknown
HYGÉE,UNVERIFIED:unknown
HYGGELIG,hyggelig.com
IADS,iads.com
IAGONA,UNVERIFIED:unknown
IBCBS,ibcbs.com
IBELIV,UNVERIFIED:unknown
ID GROUP,idgroup.com
IDCGO,UNVERIFIED:unknown
IEVA GROUP,ievagroup.com
IF65,if65.com
IJSVOGEL RETAIL B.V.,ijsvogelretail.com
IKEA TOULON,UNVERIFIED:unknown
ILICUT,UNVERIFIED:unknown
ILLI&CO,illi-co.com
ILLICADO,illicado.com
IMPACT ENR,UNVERIFIED:unknown
IN S MERCATO,UNVERIFIED:unknown
INDUSTRY,industry.com
INFOMIL,infomil.com
INFOPERFIL COMERCIO E SERVIÇO DE INFORMATICA EIRELI,UNVERIFIED:unknown
INMAC WSTORE,UNVERIFIED:unknown
INTEGRA,integra.com
INTERFAS,UNVERIFIED:unknown
INTERMARCHÉ STIME,UNVERIFIED:unknown
INTERNET FACTORY,internetfactory.com
INTUITI,intuiti.com
IP SYSTEMES,ip-systemes.fr
ISKAYPET,iskaypet.com
ISLEDEN,UNVERIFIED:unknown
ISRA,isra.org
ITM,itm.com
ITM Purchasing NON MARCHANDS,UNVERIFIED:unknown
ITM Purchasing NON MARCHANDS - GROUPEMENT DES,UNVERIFIED:unknown
ITM Purchasing NON MARCHANDS - LES MOUSQUETAIRES,UNVERIFIED:unknown
ITM AI,itmai.com
ITM ANM,UNVERIFIED:unknown
ITM EANM,UNVERIFIED:unknown
ITMAI GROUPEMENT DES MOUSQUETAIRES,UNVERIFIED:unknown
IUNXI GROUP,iunxi.com
IVS,ivs.com
IZISIGHT,UNVERIFIED:unknown
J. BUENTING BETEILIGUNGS AG,UNVERIFIED:unknown
JADEO,jadeo.com
JBBZ,UNVERIFIED:unknown
JBRISSON,UNVERIFIED:unknown
JCB INTERNATIONAL (EUROPE) LTD.,UNVERIFIED:unknown
JDC LANGUEDOC ROUSSILLON,UNVERIFIED:unknown
JE M'ABONNE,je-m-abonne.fr
JEAN-PHILIPPE HENAFF CONSEIL,UNVERIFIED:unknown
JEN'S MOBILES ACCESSORIES,UNVERIFIED:unknown
JEREM,jerem.com
JERSEY LUXE,UNVERIFIED:unknown
JEUNE HOMME,UNVERIFIED:unknown
JINGDONG DEVELOPMENT FRANCE,UNVERIFIED:unknown
JJA,jja.com
JJA SA,jjasa.com
JLOO,jloo.com
JMP-EXPANSION,UNVERIFIED:unknown
JOA,joa.com
JOMAL ET FILS,UNVERIFIED:unknown
JRE VENTURES,UNVERIFIED:unknown
JREVENTURES,jreventures.com
JULES,jules.com
JULIANADURO BEAUTY SALON,UNVERIFIED:unknown
JULIEN D'ORCEL SYNALIA,synalia.fr
KABAUN,UNVERIFIED:unknown
KAIDE,UNVERIFIED:unknown
KAIZEN AGENCY,kaizenagency.com
KAIZEN MUTEKI / ENOVA / JJA,UNVERIFIED:unknown
KAM,kam.com
KARAVEL,karavel.com
K-CITYMARKET TURKU SKANSSI,UNVERIFIED:unknown
KEBHOUZE,kebhouze.com
KELLYDELI,kellydeli.com
KELPROMO,kelpromo.com
KENZZI JEWELS,UNVERIFIED:unknown
KEOLLIA,UNVERIFIED:unknown
KID,kid.com
KINGFISHER RETAIL MEDIA,UNVERIFIED:unknown
KINGJOUET,kingjouet.com
KIVISENSE,kivisense.com
KIWEE.CARE,kiwee.care
KIWIK,kiwik.com
KKEC,UNVERIFIED:unknown
KOLIBIO,kolibio.com
KONNIEVENCE MODE,UNVERIFIED:unknown
KONTOORBRANDS,kontoorbrands.com
KOTAI KITCHEN,kotaikitchen.com
KROSFOU,UNVERIFIED:unknown
KRYS,krys.com
KRYS GOUP SERVICES,krysgroup.com
KRYS GROUP,krysgroup.com
KWEICHOW MOUTAI PARIS TRADING,UNVERIFIED:unknown
L ATELIER PAPILLES,UNVERIFIED:unknown
L ENTREPOT DU BRICOLAGE,UNVERIFIED:unknown
L 'OURSON BLANC,UNVERIFIED:unknown
L SAHA,UNVERIFIED:unknown
LA BOTTE GARDIANR,UNVERIFIED:unknown
LA BOUTIQUE DU COIFFEUR,laboutiqueducoiffeur.fr
LA CIE BIO ET NATURE,UNVERIFIED:unknown
LA CORRESPONDANCE DE LA PUBLICITÉ,UNVERIFIED:unknown
LA HAUTE SOCIÉTÉ,UNVERIFIED:unknown
LA MIE CALINE,lamiecaline.fr
LA MOBILERY,UNVERIFIED:unknown
LA PARQUETERIE NOUVELLE,UNVERIFIED:unknown
LA POSTE BGPN,UNVERIFIED:unknown
LA POSTE SOLUTIONS BUSINESS,lapostesolutionsbusiness.fr
LA SAMARITAINE SOCIÉTÉ FONCIÈRE,la-samaritaine.fr
LA TOUCHE CONFIDENTIELLE,latoucheconfidentielle.fr
LABEL CHAUSSETTE,UNVERIFIED:unknown
LABEL EMMAUS,labelemmaus.fr
LABOMAI,UNVERIFIED:unknown
LABONAL,labonal.com
LABO-NOIR,labo-noir.com
LAFITE,lafite.com
LAFRENCHI,lafrenchi.com
LAGARD,lagard.com
LAGARDERE TRAVEL RETAIL FRANCE,UNVERIFIED:unknown
LAGARDERE TRAVEL RETAIL SAS,UNVERIFIED:unknown
LALYLOOK,UNVERIFIED:unknown
LANCK TELECOM,UNVERIFIED:unknown
LANDI,UNVERIFIED:unknown
LANDMARK GROUP - SPLASH,landmarkgroup.com
LANE B SAS,UNVERIFIED:unknown
LARTISIEN EVENTS,lartisien-events.fr
L'ATELIER LETTERPRESS,UNVERIFIED:unknown
LATEST PRODUCTS,UNVERIFIED:unknown
L'AVANT GARDISTE,UNVERIFIED:unknown
LD,ld.com
LD CAISSES SYSTEMES,UNVERIFIED:unknown
LE CERCLE D'ASSAS(POUIC POUIC),UNVERIFIED:unknown
LE COMPTOIR DE L'HOTELLERIE,UNVERIFIED:unknown
LE COURS DES HALLES,UNVERIFIED:unknown
LE DRESSING DE SARAH D,ledressingdesarahd.fr
LE GROUPE CHANTELLE LA CONCIERGERIE,UNVERIFIED:unknown
LE KIOSQUE SANTÉ,UNVERIFIED:unknown
LEADERSANTE GROUPE,leadersante.fr
LEAD-VALUE,UNVERIFIED:unknown
L'ECHO TOURISTIQUE,UNVERIFIED:unknown
LECLERC - INFOMIL,UNVERIFIED:unknown
LECLERC ILE DE LA RÉUNION,UNVERIFIED:unknown
LEDO SUPERMARKT,UNVERIFIED:unknown
LEGATIA,legatia.com
LEMON GROUP,lemongroup.com
LENDISMART SL,lendismart.com
LERO,lero.com
LES ENTREPRÊTEURS,UNVERIFIED:unknown
LES IMPRIMEUSES,UNVERIFIED:unknown
LES MARMOTS,lesmarmots.fr
LES SUPÉRETTES API,UNVERIFIED:unknown
