"Issue Type","Key","Created","Summary","Assignee","Reporter","Priority","Status","Resolution","Updated","Description"
"Ticket","DSH-5301","2025-02-19T19:13:03.306+0100","[Dashboard] Cant Disable Global Business Hours","Jergus Kacmar","Zoltan Viragh","High","Closed","Done","2025-03-13T10:45:35.049+0100","Hi! What happened? • Client reported they were unable to disable their global business hours. Whenever they attempted to do so they were met with the following message ""Business Hours Special Items are Overlapping"" They opted to disable their BH using the legacy dashboard which worked flawlessly unlike the new dashboard.  How to reproduce? Step by step. • Impersonate 282555  • Navigate to Global Business Hours  • Attempt to disable.  (Since they already disabled their BH you wont be able to replicate this) Expected behavior? • Users should be able to disable their BH from the ""New"" Dashboard.  Company id: 282555 MRR at risk:$1 780,00 Link to logs:Attached HAR file and Log export from me replicating the issue via impersonation. Could you please take a look? Thanks. AttachmentsScreenshot 2025-02-19 at 6.56.48 AM.png • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5300","2025-02-19T14:12:46.663+0100","CloudTalk Admin impersonation issue (Campaigns)","Jakub Gawroński","Sevak Aslanyan","Normal","Closed","Won't Do","2025-04-11T09:31:57.132+0200","What happened? In CloudTalk Admin, when impersonating a company, the option to add contacts list from a CRM is missing the Dialer/Campaigns section. Does not seem to be happening to all companies, though.Video recording for reference.The same issue persists on client’s end. How to reproduce? Step by step. In CloudTalk Admin, open a company, go to Dialer, add a new campaign, check if you can add a CRM list to that campaign.  Expected behavior? When creating a new campaign, the option to add a CRM contacts list should be available. Company id: 112961 MRR at risk: €596.13 Link to logs: n/a Time the problem occurred: ongoing ‌ Please add screenshots or recordings if you have them."
"Bug","DSH-5296","2025-02-19T10:13:40.958+0100","BE - Call history from Survey answers is removed if Account settings are updated","Unassigned","Teodor Lilov","High","Icebox","Unresolved","2025-04-10T09:47:57.166+0200","What happened? Updating the account settings in a company causes the Call history data in Campaign surveys tab to be removed. The property historyCall returned by the CampaignSurveyAnswers is set to null after the update of the account settings How to reproduce? Step by step. • Complete a campaign with an assigned survey  • Go to the Account settings of the company  • Update any of the settings   • Visit the Campaign details page  • Open the Surveys tab  Expected behavior? Call history shouldn’t be removed from the Surveys tab Additional data: Company ID: 236677 Environment: prod"
"Bug","DSH-5292","2025-02-17T17:37:58.209+0100","FE - The AI trial can not be activated in Demo companies","daniel malachovsky","Teodor Lilov","Normal","Closed","Done","2025-03-13T10:45:37.833+0100","What happened? Demo companies can not have their AI trial enabled How to reproduce? Step by step. • Login to a Demo company  • Open the Analytics  • Press ‘Try for free’ button on the banner  Expected behavior? The user should be redirected to the AI trial activation dialog Additional data: Company ID: 100792 Environment: dev‌"
"Bug","DSH-5291","2025-02-17T14:34:39.188+0100","CloudTalk Admin - Dashboard impersonation fails","daniel malachovsky","Allison Chihak","Normal","Closed","Done","2025-03-13T10:45:40.540+0100","Expected behaviourAll companies' dashboards can be impersonated via CloudTalk Admin Current behaviourImpersonation via CloudTalk Admin shows “User not found” error and never finishes loading. Steps to reproduceBug Video:   • Turn on VPN  • Login to admin.prod.cloudtalk.io  • Go to https://admin.prod.cloudtalk.io/companies/impersonation  • Enter company id & select dashboard  • Click Impersonate  • New tab opens with Dashboard but shows “User not found error“.  • Page never loads.  •  Refreshing age redirects to dashboard login page with an “Impersonation unsuccessful” error. Upon refresh, network tab shows 500 error for https://dashboard-api.cloudtalk.io/api/auth/impersonation/token/exchange.  ‌EnvironmentProd Root CauseInvestigationcompanyId: 192021 the graphql endpoint returns USER_NOT_FOUND{operationName: ""CompanyAcl"", variables: {loggedUserId: 0, skipCache: false},…} Ct-Auth Datadog logs - Exchange works - valid token is returned Fix Approach‌Optional (per project):‌"
"Bug","DSH-5288","2025-02-17T13:09:23.651+0100","Impersonation - AI banner is not displayed in Dashboard","Unassigned","Teodor Lilov","Normal","Icebox","Unresolved","2025-04-10T09:47:57.737+0200","What happened? If a company is impersonated in Dashboard, the AI banner is not shown How to reproduce? Step by step. • Login to https://admin.prod.cloudtalk.io/  • Open the Impersonation tab  • Impersonate a company which have the AI trial started  Expected behavior? The in progress AI trial banner should be displayed  Additional data: Company ID: 296739,296247 Environment: prod‌"
"Bug","DSH-5271","2025-02-16T15:20:03.149+0100","CI Settings: Tags are not auto-selected by default","Unassigned","Nicoletta Donadio","Normal","Icebox","Unresolved","2025-04-10T09:47:58.329+0200","What happened? When enabling CI features, selected tags are not all selected by defaut.  How to reproduce? Step by step. Go to AI settings after enabling CI featuresScroll down to the tags sectionTags are not selected by defaults Expected behavior? All tags should be selected Additional data: Company ID: all Environment: Production Build version: If you have any screenshots or video, please add it into the attachments. ‌"
"Ticket","DSH-5270","2025-02-14T20:37:12.582+0100","[AN] Cant Filter By External Number","Jakub Gawroński","Zoltan Viragh","High","Closed","Done","2025-03-13T10:45:45.033+0100","Hi! What happened? • Client reported it is no longer possible to filter calls using external numbers. The option is now missing from the filters.  How to reproduce? Step by step. • Open analytics.  • Navigate to Call Logs.  • Open the filters list.  Expected behavior? • Users should be able to filter using external numbers.  Company id: 276397 MRR at risk:$1,292.50 Link to logs:N/A Could you please take a look? Thank you! AttachmentsScreenshot 2025-02-14 103658.png • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5269","2025-02-14T20:37:09.448+0100","[AN] Calls Displayed as Hidden","Serhii Shevchenko","Zoltan Viragh","Very high","Closed","Done","2025-03-13T10:45:47.893+0100","Hi! What happened? • Client reported their callers and external numbers are being displayed as hidden in analytics.  How to reproduce? Step by step. • Open analytics.  • Navigate to Call Logs.  • Check the total calls section. Hidden caller and Hidden number.  Expected behavior? • Contacts and numbers should only be hidden if the account is configured as such. The client's account isnt and neither is the L2 test account where I replicated the issue. CID: 168807  Company id: 276397 MRR at risk:$1,292.50 Link to logs:Attached har file and screenshot of debug console. Could you please take a look? Thank you! AttachmentsScreenshot 2025-02-14 at 17.09.36.png New Analytics Compressed View.har • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5268","2025-02-13T21:31:55.076+0100","Call log in Analytics displays ""undefined"" in the Date column","Unassigned","Nicoletta Donadio","Normal","Icebox","Unresolved","2025-04-10T09:47:58.921+0200","What happened? At the end of the Date string there is an “undefined“ string How to reproduce? Step by step. Go to Analytics → Call log tab → List of calls table Expected behavior? The string shouldn’t appear Additional data: Company ID: Any Environment: Production Build version: If you have any screenshots or video, please add it into the attachments. ‌"
"Bug","DSH-5267","2025-02-13T21:25:22.408+0100","Time of call is different between Dashboard and Analytics platform","Unassigned","Nicoletta Donadio","Normal","Icebox","Unresolved","2025-04-10T09:47:59.581+0200","What happened? A customer based in Spain has noticed an odd behaviour with time of their calls.  The same call displays a different time in Analytics and Dashboard, with a one-hour difference between them. How to reproduce? Step by step. Couldn’t reproduce on my machine but there are screenshots from customer Expected behavior? The same time should be displayed Additional data: Company ID: Universae (ID 160097) Environment: Production Build version: If you have any screenshots or video, please add it into the attachments. ‌"
"Ticket","DSH-5266","2025-02-13T21:03:01.910+0100","[AN] Tags Missing from Call Details","Jergus Kacmar","Zoltan Viragh","Normal","Closed","Done","2025-03-13T10:45:50.740+0100","Hi! What happened? • Client reported a couple of their calls arent displaying the tags that were applied to them in their respective call details in analytics.  How to reproduce? Step by step. • Unable to. Tried making a fresh call, tried adding tags to old calls.  Expected behavior? • Tags applied to calls should be displayed in the tags section of call details.  • Issue can be observed by impersonating the company and locating the calls via their Call IDs.  Company id: 295179 MRR at risk:$34,00 Call IDs:796873173796866193796863189 796856539 Could you please take a look? Thank you! (Found no relevant logs.) • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5265","2025-02-13T21:02:01.842+0100","The Agent Status table in Real-Time Analytics refreshes incorrectly.","Unassigned","Nicoletta Donadio","Normal","Icebox","Unresolved","2025-04-10T09:48:00.387+0200","What happened? Customer Universae (ID 160097) 13.5k MRRduring a call on 13.02.2025 shared a behaviour happening in Analytics/Real time/ Agent status table where the filter instead of showing just the Idle agents keeps moving from Online to Idle.  https://app.modjo.ai/call-details/98606?transcriptBlockId=1425632&utm_medium=share_link_transcript  How to reproduce? Step by step. Couldn’t reproduce on our test account but we do not have many agents Expected behavior? The filter should work as expected by just showing agent in idle state Additional data: Company ID: 160097 Environment: Production Build version: N/A If you have any screenshots or video, please add it into the attachments. ‌"
"Ticket","DSH-5264","2025-02-13T10:18:56.500+0100","[Campaign] Statistics showing incorrect totals calls per campaign","Jergus Kacmar","Zendesk Support for Jira","High","Closed","Done","2025-04-01T10:42:41.850+0200","Hello team,  What happened?The end user reported that when they access their campaign statistics on new Dashboard, the total calls show as 0 even though they made multiple calls. As a result, the call history is also empty.  On the legacy Dashboard, it shows the correct number of total calls and they are able to review these calls in the call history under the campaign.  How to reproduce? Step by step.1. impersonate company 2928972. check the campaign Skipped Contacts (ID 239195)3. review the total calls and call history4. open the company in phadmin (legacy Dashboard)5. review the campaign statistics  1. create a campaign2. make some calls3. review the statistics in legacy and new Dashboards Expected behavior?The total calls counter and call history should show correct statistics.  Company id: 292897MRR at risk:  €73,00 / MonthlyLink to logs:Time the problem occurred: still occurring Campaign names: Skipped Contacts (ID 239195)New CIO's (ID 238875) Screen recording of the issue from L1: https://www.loom.com/share/8487380c88024320800afd8e4a6f823b?sid=10a630f3-d41d-4be5-85b0-6557850e0fc9 We were also able to replicate the issue on our test account (CID 115777): Feb 12 Test Campaign.  Could you look into this, please? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5261","2025-02-12T20:15:19.038+0100","[Platform] Unrelated text when switching to Spanish under the agent profile settings ","Unassigned","Zendesk Support for Jira","Normal","Icebox","Unresolved","2025-04-10T09:48:01.226+0200","Hello team,  when we change the language to Spanish in the user profile, we get an unrelated text on the dropdown list: (this only happens on the ND interface, on the legacy dashboard we do not get this text).  If it helps the text translates to: ""Im sorry, it seems you need me to translate a fragment of text for a Saas company software. Please share the text that you need to translate to Spanish"" Reported by CID: 100201Mariana Santana Extension: 1155 ID: 225673 Replicated by CID: 115777Miguel Pecsi Extension: 1022 ID: 377009 Screen recording: https://www.loom.com/share/738a2505f6114dc089019b7c14dddb4c?sid=a0c21f53-b7c8-4290-92c3-7636b9792d91 Thank you for looking into this! • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5249","2025-02-11T09:58:59.734+0100","FE - Confirmation dialog is not shown updating the cards in Analytics","Unassigned","Teodor Lilov","Normal","Icebox","Unresolved","2025-04-10T09:48:02.394+0200","What happened? Making changes to the widgets in Analytics, a confirmation dialog is not shown upon saving  How to reproduce? Step by step. • Login to Analytics  • Open the Group report tab  • Update the widgets   • Save  Expected behavior? A confirmation dialog should be displayed Additional data: Company ID: 177444 Environment: stage"
"Ticket","DSH-5246","2025-02-06T19:06:50.949+0100","Agent name Call logs","Serhii Shevchenko","Nicoletta Donadio","Normal","Closed","Done","2025-03-20T13:55:58.069+0100","What happened? Analytics - When downloading the list of calls the name of the agent who handled the call (when is not missed) is not visible.  How to reproduce? Step by step. Go to Analytics → Call log Check the table at the bottom of the page  There is no reference to Agent or User Expected behavior? Both legacy dashboard and new Dashboard show this piece of data. See attachment files and images. Additional data: Flagged by a customer, Topgolf. ‌"
"Bug","DSH-5231","2025-02-06T12:03:23.834+0100","FE - A record of non existing agent is added to Agent report after a voicemail  ","Unassigned","Teodor Lilov","High","Icebox","Unresolved","2025-04-10T09:48:03.149+0200","What happened? Reaching a company’s voicemail, in analytics a new record of an agent not existing in the company is added. Expanding the unexisting agent’s breakdown section, the breakdown section stops loading data.  [
    {
        ""id"": null,
        ""fullname"": null,
        ""calls"": {
            ""total"": 1,
            ""inbound"": {
                ""total"": 1,
                ""answered"": {
                    ""total"": 0,
                    ""times"": {
                        ""avgTotalTime"": 0,
                        ""avgRingingTime"": 0,
                        ""avgTalkingTime"": 0,
                        ""avgWrapUpTime"": 0,
                        ""avgHandleTime"": 0,
                        ""totalTalkingTime"": 0,
                        ""totalWrapUpTime"": 0
                    }
                },
                ""missed"": {
                    ""total"": 1,
                    ""unresolved"": 1,
                    ""resolved"": 0,
                    ""busy"": 0,
                    ""notPickedUp"": 0,
                    ""offline"": 0,
                    ""idle"": 0,
                    ""canceled"": 0,
                    ""times"": {
                        ""avgRingingTime"": 0
                    }
                }
            },
            ""outbound"": {
                ""total"": 0,
                ""answered"": {
                    ""total"": 0,
                    ""short"": 0,
                    ""times"": {
                        ""avgTotalTime"": 0,
                        ""avgRingingTime"": 0,
                        ""avgTalkingTime"": 0,
                        ""avgWrapUpTime"": 0,
                        ""avgHandleTime"": 0,
                        ""totalTalkingTime"": 0,
                        ""totalWrapUpTime"": 0
                    }
                },
                ""unanswered"": 0
            },
            ""internal"": 0,
            ""times"": {
                ""avgTotalTime"": 0,
                ""avgRingingTime"": 0,
                ""avgTalkingTime"": 0,
                ""avgWrapUpTime"": 0,
                ""avgHandleTime"": 0,
                ""totalTalkingTime"": 0,
                ""totalWrapUpTime"": 0
            },
            ""anonymous"": 0
        }
    },
    {
        ""id"": 155087,
        ""fullname"": ""Jon Jones"",
        ""calls"": {
            ""total"": 7,
            ""inbound"": {
                ""total"": 7,
                ""answered"": {
                    ""total"": 3,
                    ""times"": {
                        ""avgTotalTime"": 63,
                        ""avgRingingTime"": 6,
                        ""avgTalkingTime"": 54.667,
                        ""avgWrapUpTime"": 2.333,
                        ""avgHandleTime"": 57,
                        ""totalTalkingTime"": 164,
                        ""totalWrapUpTime"": 7
                    }
                },
                ""missed"": {
                    ""total"": 4,
                    ""unresolved"": 3,
                    ""resolved"": 1,
                    ""busy"": 0,
                    ""notPickedUp"": 3,
                    ""offline"": 0,
                    ""idle"": 0,
                    ""canceled"": 1,
                    ""times"": {
                        ""avgRingingTime"": 8.5
                    }
                }
            },
            ""outbound"": {
                ""total"": 0,
                ""answered"": {
                    ""total"": 0,
                    ""short"": 0,
                    ""times"": {
                        ""avgTotalTime"": 0,
                        ""avgRingingTime"": 0,
                        ""avgTalkingTime"": 0,
                        ""avgWrapUpTime"": 0,
                        ""avgHandleTime"": 0,
                        ""totalTalkingTime"": 0,
                        ""totalWrapUpTime"": 0
                    }
                },
                ""unanswered"": 0
            },
            ""internal"": 0,
            ""times"": {
                ""avgTotalTime"": 31.857,
                ""avgRingingTime"": 7.429,
                ""avgTalkingTime"": 54.667,
                ""avgWrapUpTime"": 2.333,
                ""avgHandleTime"": 57,
                ""totalTalkingTime"": 164,
                ""totalWrapUpTime"": 7
            },
            ""anonymous"": 0
        }
    },
    {
        ""id"": 155144,
        ""fullname"": ""James Dean"",
        ""calls"": {
            ""total"": 3,
            ""inbound"": {
                ""total"": 3,
                ""answered"": {
                    ""total"": 2,
                    ""times"": {
                        ""avgTotalTime"": 89.5,
                        ""avgRingingTime"": 8.5,
                        ""avgTalkingTime"": 77,
                        ""avgWrapUpTime"": 4,
                        ""avgHandleTime"": 81,
                        ""totalTalkingTime"": 154,
                        ""totalWrapUpTime"": 8
                    }
                },
                ""missed"": {
                    ""total"": 1,
                    ""unresolved"": 1,
                    ""resolved"": 0,
                    ""busy"": 0,
                    ""notPickedUp"": 1,
                    ""offline"": 0,
                    ""idle"": 0,
                    ""canceled"": 0,
                    ""times"": {
                        ""avgRingingTime"": 9
                    }
                }
            },
            ""outbound"": {
                ""total"": 0,
                ""answered"": {
                    ""total"": 0,
                    ""short"": 0,
                    ""times"": {
                        ""avgTotalTime"": 0,
                        ""avgRingingTime"": 0,
                        ""avgTalkingTime"": 0,
                        ""avgWrapUpTime"": 0,
                        ""avgHandleTime"": 0,
                        ""totalTalkingTime"": 0,
                        ""totalWrapUpTime"": 0
                    }
                },
                ""unanswered"": 0
            },
            ""internal"": 0,
            ""times"": {
                ""avgTotalTime"": 62.667,
                ""avgRingingTime"": 8.667,
                ""avgTalkingTime"": 77,
                ""avgWrapUpTime"": 4,
                ""avgHandleTime"": 81,
                ""totalTalkingTime"": 154,
                ""totalWrapUpTime"": 8
            },
            ""anonymous"": 0
        }
    },
    {
        ""id"": 155193,
        ""fullname"": ""Dick Johnson"",
        ""calls"": {
            ""total"": 3,
            ""inbound"": {
                ""total"": 3,
                ""answered"": {
                    ""total"": 0,
                    ""times"": {
                        ""avgTotalTime"": 0,
                        ""avgRingingTime"": 0,
                        ""avgTalkingTime"": 0,
                        ""avgWrapUpTime"": 0,
                        ""avgHandleTime"": 0,
                        ""totalTalkingTime"": 0,
                        ""totalWrapUpTime"": 0
                    }
                },
                ""missed"": {
                    ""total"": 1,
                    ""unresolved"": 1,
                    ""resolved"": 0,
                    ""busy"": 0,
                    ""notPickedUp"": 1,
                    ""offline"": 0,
                    ""idle"": 0,
                    ""canceled"": 0,
                    ""times"": {
                        ""avgRingingTime"": 9
                    }
                }
            },
            ""outbound"": {
                ""total"": 0,
                ""answered"": {
                    ""total"": 0,
                    ""short"": 0,
                    ""times"": {
                        ""avgTotalTime"": 0,
                        ""avgRingingTime"": 0,
                        ""avgTalkingTime"": 0,
                        ""avgWrapUpTime"": 0,
                        ""avgHandleTime"": 0,
                        ""totalTalkingTime"": 0,
                        ""totalWrapUpTime"": 0
                    }
                },
                ""unanswered"": 0
            },
            ""internal"": 0,
            ""times"": {
                ""avgTotalTime"": 8.667,
                ""avgRingingTime"": 8.667,
                ""avgTalkingTime"": 0,
                ""avgWrapUpTime"": 0,
                ""avgHandleTime"": 0,
                ""totalTalkingTime"": 0,
                ""totalWrapUpTime"": 0
            },
            ""anonymous"": 0
        }
    }
]How to reproduce? Step by step. • Set up a numbers business hours with a Voicemail step in non-working days  • Call the number on the non-working day  • Reach the Agent report tab in Analytics  Expected behavior? The record “New Lead” should not exist in the breakdown section Additional data: Company ID: 177443 Environment: stage Call ID: 258513834 ‌"
"Ticket","DSH-5228","2025-02-05T18:53:38.783+0100","[AN] Problem with Abandon Rate Calculation","Serhii Shevchenko","Zoltan Viragh","Normal","Open","Unresolved","2025-04-09T10:01:08.132+0200","Hi! What happened? • Client reported abandon rate is being calculated wrong on the statistic cards in analytics as opposed to what is displayed on the list of groups.  How to reproduce? Step by step. • Produce a missed inbound call towards a group.  • Open the real-time tab of analytics.  • Compare the abandon rate on the card and on the groups list.  Expected behavior? • The card should have correct info. It should calculate said info using the values on the group list. In my case I had one missed call for a group all day, the card says 50% while the group says 100%.  Company id: 100330 MRR at risk:€2 921,00 Link to logs:N/A Recording of reported behavior: https://www.loom.com/share/b6052c089ecd45919ee40c531ad7c700?sid=9059891a-91ff-461f-826d-e3a1fd72ef61 Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5226","2025-02-05T10:38:16.226+0100","[Platform] Filter by date not working as expected","Jakub Gawroński","Zendesk Support for Jira","Normal","To Release","Unresolved","2025-04-11T14:10:55.505+0200","Hello team,  What happened?The user cannot change the date he selects for a filter by date. It goes back to  January 12 until January 18th if he chooses the 13th- 19th of January.  They also tried to choose dates from the 1st - 3rd of January, but when it loads, it goes to 31.12.2024 till the 2nd of January 2025. How to reproduce?Not able to replicate.  Expected behavior?They should be able to choose whatever date need.  Company id: 187485MRR at risk:  €482,00 / MonthlyLink to logs:Time the problem occurred:  ‌The user provided a screen recording and HAR file. Affected agent: SUPERVISOR LLAMADAS Extension: 1008 ID: 256935 The user tried to clear the cache for the browser as well as the incognito window, but the issue remains.  Could you please, take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5225","2025-02-04T20:20:48.480+0100","Wrong country for registration","Jergus Kacmar","Zoltan Viragh","Very high","Closed","Done","2025-02-27T15:00:07.942+0100","Hi! Got this from Accounts Approval today. What happened? When someone registers for a free trial from this link (https://dashboard.cloudtalk.io/registration), I think the registration country that is detected is defaulted to Slovakia. Here are some examples:Login email: <info@rebrnd.mx>. https://my.cloudtalk.io/phadmin/companies/showPreregistration/387153. I'm not sure if he is not in Slovakia but, there was another registration <zendas@sothaba.com>, and they have the same IP address so it prompted me to make tests. I made some tests using VPN, but the registration country detected is always Slovakia. Also, from Maxmind Data, ""Is VPN"" is No.Without using VPN: https://my.cloudtalk.io/phadmin/companies/showPreregistration/387277Using VPN (USA): https://my.cloudtalk.io/phadmin/companies/showPreregistration/387281Using VPN (NL): https://my.cloudtalk.io/phadmin/companies/showPreregistration/387283 My main concerns about this:We need to provide an IP address when we receive Law Enforcement Agency requests, so we need to have this data.Since registration from Slovakia is currently not allowed in auto-approval (https://cloudtalkhelp.zendesk.com/agent/tickets/323363), we will have fewer free trials as a result. Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5223","2025-02-04T19:28:21.943+0100","[Dashboard] Changing Settings Disables Functionality in Legacy","daniel malachovsky","Zoltan Viragh","High","Closed","Won't Do","2025-03-13T13:42:11.255+0100","Hi! What happened? • Client reported that they keep losing access to our real time dashboard and wallboards in legacy. After reviewing their audit logs I noticed this aways happens after they make some changes to their settings via the new dashboard. E.g. after call work duration.  How to reproduce? Step by step. • Enable wallboards and the real time dashboard for your company via PH Admin.  • Log into your company via the new dashboard.  • Edit your after call work duration in general settings.  • Open the legacy dashboard.  • You will have lost access to the real time dashboard and wallboards cause they got disabled.  Expected behavior? • If the real time dashboard and wallboards are enabled for a client they should not be disabled after editing settings via the new dashboard.  Company id: 156191 MRR at risk:€904,00 Link to logs:N/A Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5222","2025-02-04T17:46:11.723+0100","[Dashboard] Problem with Survey Answer Order","daniel malachovsky","Zoltan Viragh","Normal","Closed","Won't Do","2025-04-11T09:54:07.918+0200","Hi! What happened? • Client reported that the way survey answers are ordered does not match the order in which they were set up. In the legacy dashboard this is not an issue.  How to reproduce? Step by step. • Create a campaign whether on legacy or new dashboard (doesn't matter)  • Add/remove/customize the call disposition by your preference and save the campaign  • Go to survey answers on new dashboard and try to open the drop down menu of ""filter by result""  Expected behavior? • Survey answers should be listed in the same order as in advanced settings.  Company id: 292897 MRR at risk:€73,00 / Monthly Link to logs: • Attached recording and har file.  Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5219","2025-02-04T11:21:02.445+0100","[Campaigns] User should be able to download survey answers for a campaign","Roman Hartig","Zendesk Support for Jira","Normal","Closed","Duplicate","2025-03-14T10:01:06.234+0100","Hello, What happened?Users are not able to download the survey answers for a campaign in the new Dashboard, even though this was available in the legacy Dashboard.  How to reproduce? Step by step.1. open Campaign in legacy Dashboard > Survey answers - you will see “Export to Excel”2. open Campaign in new Dashboard - Survey answers- the export button is missing Expected behavior?User should be able to download survey answers for a campaign Company id: 257449MRR at risk: €266.00 / MonthlyLink to logs: N/ATime the problem occurred:  N/A ‌Screenshots added, already reported as a bug: https://cloudtalk.atlassian.net/browse/DSH-3947 Thank you for looking into this! • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5211","2025-02-03T16:29:47.896+0100","FE - The website url in contact details rendered in encoded format","Unassigned","Teodor Lilov","Low","Icebox","Unresolved","2025-04-10T09:48:03.859+0200","What happened? Adding a website url to a contact, the link is displayed in encoded format in the Contact details page How to reproduce? Step by step. • Login to dashboard  • Add or edit contact  • Enter a valid url link in the “Website” field  • Visit the Contacts details page  Expected behavior? The link should be displayed in decoded format Additional data: Company ID:  177443 Environment: stage"
"Ticket","DSH-5210","2025-01-31T20:43:17.167+0100","[BE] Issues when filtering on calls","Serhii Shevchenko","Zoltan Viragh","High","Closed","Done","2025-04-01T08:29:03.440+0200","Hi! What happened? • Client reported a problem with call filters on the new dashboard. When filtering a specific agent and a specific group calls that do not belong under the filtered group are also displayed.  How to reproduce? Step by step. • Impersonate 116009  • Filter Arnie Wabe, Sales, 30th of January  • Scroll through the pages and you'll see calls for their Customer Service group.  Expected behavior? • Calls to the specified agent and specified group should be displayed.  Company id: 116009 MRR at risk:$1,120.50 Call IDs:786745075 Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5209","2025-01-31T13:38:34.082+0100","[Dashboard] Not able to bulk upload contacts","Unassigned","Zendesk Support for Jira","Normal","Closed","Duplicate","2025-03-13T10:45:54.021+0100","Hello team,  What happened?The customer is not able to bulk-upload contacts using the “Bulk contact import” in Dashboard, however, the same file works with the legacy Dashboard.  The customer sees the error: Unexpected or missing headers found in CSV. Follow your company-specific template However, no headers were added or are missing. Even if he just downloads the template and tries to upload it without opening the template, he is getting the same error.  How to reproduce? Step by step.1. Impersonate company 2574492. Contact> Bulk contact import> Download Template3. Navigate to your testing account4. Upload the file to your testing account 5. Upload the file to your testing account via the legacy Dashboard Expected behavior?The contacts should be imported.  Company id:  257449MRR at risk:  €266.00 / MonthlyLink to logs:Time the problem occurred: 12:00 - 13.30 I did the testing ‌As I was able to replicate it, I am adding my HAR files and screen recordings. Replicated on account 168807, agent Lucia Mlynarova Extension: 1001 ID: 337377 Upload of csv from customer: https://www.loom.com/share/58e5ac7d35144c4ebfea61653267305bUpload of template downloaded from customer: https://www.loom.com/share/0a694bc8958f4b7b86aad6ba00873f44 Could you look into this, please? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5208","2025-01-31T12:01:09.967+0100","The filter by result in survey answers doesn't work properly","Unassigned","Margareta Mudrikova","Normal","Closed","Duplicate","2025-03-13T10:45:56.901+0100","What happened? When using filter by result in campaigns survey answers section the filter doesn’t reflect actual resultTitle from the graphql SurveyAnswer query but uses hard coded enum CampaignCallsResult How to reproduce? Step by step. create campaign, go to advanced settings / create button (tag), change the title from default. Once you make a call and go to survey answers the filter won't work on custom title.  Expected behavior? Filter should be based on the actual titles for given campaign. Additional data: Company ID: Environment: * Build version: If you have any screenshots or video, please add it into the attachments. ‌"
"Ticket","DSH-5207","2025-01-30T17:09:21.713+0100","[AN] Analytics Wont Load","daniel malachovsky","Zoltan Viragh","Very high","Closed","Cannot Reproduce","2025-03-13T10:46:00.156+0100","Hi! What happened? • Getting reports of analytics refusing to load.  How to reproduce? Step by step. • Log in here: https://analytics.cloudtalk.io/  Expected behavior? • Analytics should load.  Company id: 254463280259 MRR at risk: €658$546 Link to logs: • Har file and console export attached.  Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5206","2025-01-30T13:28:35.665+0100","[Campaigns] The Statistics export link does not work","Jergus Kacmar","Zendesk Support for Jira","Normal","Closed","Done","2025-03-14T15:52:55.870+0100","Hello team!  Sorry, I am not sure if this is for you or for a different team.  What happened?When the customer tried to download the statistics for his campaign, he received an email with the link to download the file. After clicking on the link, the webpage opens up for a second and then closes right away without downloading the file or giving any message. How to reproduce?1. Open a campaign and download the statistics2. Open the email you receive to your inbox in Chrome3. Click on the link Expected behavior?The link should download the file.  Company id: 293781MRR at risk: $600,00 / MonthlyLink to logs: Time the problem occurred:  Other findings:  • seems that the download is blocked by Chrome  • works in Safari  • copy link and open in new tab - works, however, informs the user that we are not using a secure connection and the file may have been tampered with (screenshot attached)  • same for “Save link as” - the same message shown  L1 also replicated the issue and generated the HAR file: Cynthia Bausing Extension: 1007 ID: 304071. They also provided a screen recording where the email was sent to CHYNCHA0401@GMAIL.COM. Could you look into this, please? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5201","2025-01-29T21:59:35.416+0100","[Dashboard] Cannot Search for Contacts by Phone Number","Arnaldo Tema","Zoltan Viragh","High","Closed","Duplicate","2025-03-24T10:26:35.165+0100","Hi! Client reported this: https://cloudtalk.atlassian.net/browse/DSH-5199 What happened? • Client is unable to locate contacts by searching for their respective phone numbers.  How to reproduce? Step by step. • Open the new dashboard's contacts section and attempt to search for one using their phone number.  Expected behavior? • Users should be able to search for contacts by phone number.  Company id: 168797 MRR at risk:€7 932,94 Link to logs:N/A Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
